0.034715, 0.007141, 0.161780
0.033938, 0.007118, 0.161521
0.032104, 0.007176, 0.162006
0.030091, 0.006939, 0.162151
0.027215, 0.007035, 0.159890
0.023988, 0.007309, 0.160807
0.020156, 0.007440, 0.159232
0.016101, 0.006982, 0.159264
0.012364, 0.007509, 0.158377
0.008518, 0.007546, 0.157980
0.004876, 0.007499, 0.158187
0.001389, 0.007260, 0.159116
-0.001473, 0.007724, 0.159751
-0.004124, 0.007693, 0.159409
-0.006649, 0.007574, 0.159910
-0.008273, 0.007540, 0.159672
-0.009257, 0.007609, 0.159681
-0.009486, 0.007729, 0.159239
-0.009505, 0.007636, 0.158865
-0.009486, 0.007749, 0.158600
-0.009093, 0.007625, 0.157878
-0.009036, 0.007543, 0.158434
-0.008572, 0.007443, 0.158822
-0.008049, 0.007524, 0.157947
-0.007554, 0.007118, 0.156425
-0.006867, 0.006335, 0.156768
-0.005928, 0.005176, 0.155491
-0.004391, 0.003653, 0.153873
-0.002873, 0.002263, 0.153264
-0.001348, 0.001170, 0.153267
0.000506, 0.000485, 0.152150
0.002224, 0.000127, 0.151817
0.003974, 0.000140, 0.151910
0.005609, 0.000637, 0.151728
0.007165, 0.001543, 0.151683
0.008713, 0.002778, 0.152739
0.009903, 0.004261, 0.153465
0.011339, 0.006128, 0.154622
0.012149, 0.007572, 0.156574
0.012118, 0.007413, 0.157198
0.012149, 0.007572, 0.156574
0.012220, 0.007591, 0.156920
0.012151, 0.007641, 0.157021
0.012220, 0.007591, 0.156920
0.012220, 0.007591, 0.156920
0.012220, 0.007591, 0.156920
0.012240, 0.007611, 0.156550
0.012149, 0.007572, 0.156574
0.012118, 0.007413, 0.157198
0.012118, 0.007413, 0.157198
0.012118, 0.007413, 0.157198
0.012118, 0.007413, 0.157198
0.012130, 0.007473, 0.157206
0.011483, 0.006338, 0.156856
0.010832, 0.003454, 0.158695
0.010163, -0.000090, 0.158677
0.009389, -0.004092, 0.158880
0.009065, -0.009424, 0.159334
0.008773, -0.014299, 0.160491
0.008581, -0.018809, 0.159501
0.008331, -0.023132, 0.160167
0.008398, -0.026463, 0.160505
0.008417, -0.028583, 0.159927
0.008633, -0.029382, 0.159663
0.008993, -0.028843, 0.159168
0.009278, -0.027416, 0.159128
0.009437, -0.025408, 0.158487
0.009668, -0.023197, 0.157878
0.009679, -0.020583, 0.157589
0.009755, -0.017339, 0.156542
0.009891, -0.013837, 0.157233
0.009692, -0.009892, 0.155394
0.010660, -0.005960, 0.155149
0.011181, -0.002362, 0.156158
0.011082, 0.001346, 0.155301
0.012249, 0.004671, 0.158451
0.012856, 0.007394, 0.161041
0.012337, 0.007477, 0.161313
0.012422, 0.007463, 0.161474
0.012498, 0.007449, 0.161073
0.012848, 0.006616, 0.162855
0.012464, 0.004360, 0.163741
0.010951, -0.000577, 0.162566
0.009340, -0.006551, 0.164980
0.007498, -0.013210, 0.163875
0.006026, -0.019265, 0.163119
0.004903, -0.024697, 0.163287
0.004354, -0.028424, 0.161286
0.004193, -0.030674, 0.160849
0.004525, -0.031031, 0.159770
0.004824, -0.029581, 0.158201
0.005116, -0.026590, 0.156202
0.005717, -0.022323, 0.154073
0.006202, -0.017316, 0.152306
0.006667, -0.012419, 0.151830
0.007266, -0.007401, 0.152630
0.008014, -0.002670, 0.153622
0.009019, 0.001997, 0.155345
0.009960, 0.005975, 0.157409
0.009859, 0.007431, 0.161775
0.009666, 0.007578, 0.161097
0.009649, 0.007375, 0.162027
0.009411, 0.007240, 0.162235
0.009103, 0.007159, 0.162472
0.009183, 0.007298, 0.162577
0.009103, 0.007159, 0.162472
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.008995, 0.007428, 0.161285
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
0.009189, 0.007379, 0.162030
