0.006612, 0.007112, 0.172163
0.006554, 0.007169, 0.171415
0.006609, 0.007050, 0.171741
0.006623, 0.007147, 0.172059
0.006612, 0.007112, 0.172163
0.006612, 0.007112, 0.172163
0.006680, 0.007136, 0.171712
0.006564, 0.007057, 0.172203
0.006612, 0.007112, 0.172163
0.006609, 0.007050, 0.171741
0.006680, 0.007136, 0.171712
0.006554, 0.007169, 0.171415
0.006554, 0.007169, 0.171415
0.006662, 0.007104, 0.171746
0.006609, 0.007050, 0.171741
0.006564, 0.007057, 0.172203
0.006680, 0.007136, 0.171712
0.006612, 0.007112, 0.172163
0.006623, 0.007147, 0.172059
0.006564, 0.007057, 0.172203
0.006530, 0.007127, 0.171394
0.006680, 0.007136, 0.171712
0.006564, 0.007057, 0.172203
0.006612, 0.007112, 0.172163
0.006564, 0.007057, 0.172203
0.006564, 0.007057, 0.172203
0.006612, 0.007112, 0.172163
0.006612, 0.007112, 0.172163
0.006609, 0.007050, 0.171741
0.006564, 0.007057, 0.172203
0.006609, 0.007050, 0.171741
0.006609, 0.007050, 0.171741
0.006623, 0.007147, 0.172059
0.006564, 0.007057, 0.172203
0.006564, 0.007057, 0.172203
0.006623, 0.007147, 0.172059
0.006564, 0.007057, 0.172203
0.006623, 0.007147, 0.172059
0.006609, 0.007050, 0.171741
0.006564, 0.007057, 0.172203
0.006623, 0.007147, 0.172059
0.006564, 0.007057, 0.172203
0.006612, 0.007112, 0.172163
0.006623, 0.007147, 0.172059
0.006612, 0.007112, 0.172163
0.006623, 0.007147, 0.172059
0.006609, 0.007050, 0.171741
0.007036, 0.007164, 0.172096
0.007882, 0.007189, 0.171998
0.008399, 0.007069, 0.173017
0.008907, 0.007179, 0.172877
0.009652, 0.007191, 0.173921
0.010673, 0.007172, 0.173536
0.012029, 0.007268, 0.172802
0.013804, 0.007133, 0.174086
0.015468, 0.007204, 0.173361
0.016964, 0.007205, 0.173496
0.018904, 0.007088, 0.173141
0.020528, 0.007142, 0.172261
0.022351, 0.007020, 0.171614
0.024210, 0.007106, 0.172324
0.025962, 0.006847, 0.171203
0.027332, 0.006924, 0.170064
0.028479, 0.007078, 0.170554
0.029588, 0.006996, 0.170148
0.030281, 0.007052, 0.169565
0.030298, 0.007206, 0.168681
0.029845, 0.007089, 0.169224
0.029130, 0.007217, 0.168047
0.027856, 0.007172, 0.166913
0.026715, 0.007216, 0.167941
0.023277, 0.007256, 0.167017
0.021388, 0.007303, 0.166370
0.019279, 0.007306, 0.165712
0.017166, 0.007266, 0.164742
0.014896, 0.007317, 0.163377
0.012300, 0.007385, 0.162940
0.009524, 0.007100, 0.162415
0.007243, 0.007435, 0.161465
0.004709, 0.007422, 0.160648
0.001894, 0.007382, 0.159916
-0.000301, 0.007548, 0.159261
-0.002965, 0.007427, 0.158978
-0.005128, 0.007691, 0.158617
-0.007572, 0.007667, 0.158408
-0.010065, 0.007664, 0.158505
-0.012521, 0.007575, 0.158948
-0.014794, 0.007656, 0.158539
-0.016720, 0.007680, 0.158932
-0.018265, 0.007581, 0.157804
-0.019472, 0.007738, 0.157232
-0.020527, 0.007843, 0.156807
-0.021225, 0.007842, 0.156402
-0.021599, 0.007886, 0.155074
-0.021844, 0.007807, 0.154635
-0.021785, 0.007820, 0.153415
-0.021424, 0.007842, 0.153570
-0.020404, 0.007781, 0.152195
-0.019042, 0.007759, 0.152534
-0.016903, 0.007720, 0.152601
-0.014620, 0.007662, 0.153592
-0.011873, 0.007525, 0.154075
-0.008602, 0.007292, 0.154878
-0.005018, 0.007316, 0.156526
-0.000999, 0.007475, 0.157159
0.002989, 0.007503, 0.158957
0.006806, 0.007477, 0.159103
0.010513, 0.007568, 0.159733
0.014305, 0.007441, 0.161623
0.017908, 0.007136, 0.162620
0.021151, 0.007470, 0.162622
0.024173, 0.007434, 0.163241
0.026714, 0.007281, 0.162636
0.028750, 0.007311, 0.163392
0.030642, 0.007166, 0.163513
0.031923, 0.007049, 0.163487
0.033006, 0.007086, 0.162510
0.033948, 0.007059, 0.163473
0.034371, 0.007216, 0.162382
0.034864, 0.007073, 0.163158
0.034715, 0.007141, 0.161780
